1.00401	2144
1.0081	2680
1.00825	3216
1.01218	3752
1.01233	4288
1.01248	4824
1.01634	5360
1.01664	5896
1.01874	6432
1.02083	6968
1.02292	7504
1.02502	8040
1.02711	8576
1.02921	9112
1.0313	9648
1.03339	10184
1.03549	10720
1.03758	11256
1.03967	11792
1.04177	12328
1.04386	12864
1.04596	13400
1.04805	13936
1.05014	14472
1.05224	15008
1.05433	15544
1.05642	16080
1.05852	16616
1.06061	17152
1.06271	17688
1.0648	18224
1.06689	18760
1.06899	19296
1.07108	19832
1.07317	20368
1.07527	20904
1.07736	21440
1.07946	21976
1.08155	22512
1.08364	23048
1.08574	23584
1.08783	24120
1.08992	24656
1.09202	25192
1.09411	25728
1.09621	26264
1.0983	26800
1.10039	27336
1.10249	27872
1.10458	28408
1.10667	28944
1.10877	29480
1.11086	30016
1.11296	30552
1.11505	31088
1.11714	31624
1.11924	32160
1.12133	32696
1.12342	33232
1.12552	33768
1.12761	34304
1.12971	34840
1.1318	35376
1.13389	35912
1.13599	36448
1.13808	36984
1.14017	37520
1.14227	38056
1.14436	38592
1.14646	39128
1.14855	39664
1.15064	40200
1.15274	40736
1.15483	41272
1.15692	41808
1.15902	42344
1.16111	42880
1.16321	43416
1.1653	43952
1.16739	44488
1.16949	45024
1.17158	45560
1.17367	46096
1.17577	46632
1.17786	47168
1.17996	47704
1.18205	48240
1.18414	48776
1.18624	49312
1.18833	49848
1.19042	50384
1.19252	50920
1.19461	51456
1.19671	51992
1.1988	52528
1.20089	53064
1.20299	53600
1.20508	54136
1.20717	54672
1.20927	55208
1.21136	55744
1.21346	56280
1.21555	56816
1.21764	57352
1.21974	57888
1.22183	58424
1.22392	58960
1.22602	59496
1.22811	60032
1.23021	60568
1.2323	61104
1.23439	61640
1.23649	62176
1.23858	62712
1.24067	63248
1.24277	63784
1.24486	64320
1.24696	64856
1.24905	65392
1.25114	65928
1.25324	66464
1.25533	67000
1.25742	67536
1.25952	68072
1.26161	68608
1.26371	69144
1.2658	69680
1.26789	70216
1.26999	70752
1.27208	71288
1.27417	71824
1.27627	72360
1.27836	72896
1.28046	73432
1.28255	73968
1.28464	74504
1.28674	75040
1.28883	75576
1.29092	76112
1.29302	76648
1.29511	77184
1.29721	77720
1.2993	78256
1.30139	78792
1.30349	79328
1.30558	79864
1.30767	80400
1.30977	80936
1.31186	81472
1.31396	82008
1.31605	82544
1.31814	83080
1.32024	83616
1.32233	84152
1.32442	84688
1.32652	85224
1.32861	85760
1.33071	86296
1.3328	86832
1.33489	87368
1.33699	87904
1.33908	88440
1.34117	88976
1.34327	89512
1.34536	90048
1.34746	90584
1.34955	91120
1.35164	91656
1.35374	92192
1.35583	92728
1.35792	93264
1.36002	93800
1.36211	94336
1.36421	94872
1.3663	95408
1.36839	95944
1.37049	96480
1.37258	97016
1.37467	97552
1.37677	98088
1.37886	98624
1.38096	99160
1.38305	99696
1.38514	100232
1.38724	100768
1.38933	101304
1.39142	101840
1.39352	102376
1.39561	102912
1.39771	103448
1.3998	103984
1.40189	104520
1.40399	105056
1.40608	105592
1.40817	106128
1.41027	106664
1.41236	107200
1.41446	107736
1.41655	108272
1.41864	108808
1.42074	109344
1.62178	109880
